time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries,state
2020-03-12,32,0,30,0,0,,illinois
2020-03-13,46,14,44,0,0,,illinois
2020-03-14,64,18,62,0,0,,illinois
2020-03-15,93,29,91,0,0,,illinois
2020-03-16,105,12,103,0,0,,illinois
2020-03-17,161,56,158,1,1,,illinois
2020-03-18,289,128,286,1,0,,illinois
2020-03-19,424,135,418,4,3,,illinois
2020-03-20,588,164,581,5,1,,illinois
2020-03-21,757,169,749,6,1,,illinois
2020-03-22,1055,298,1044,9,3,,illinois
2020-03-23,1293,238,1279,12,3,,illinois
2020-03-24,1545,252,1527,16,4,,illinois
2020-03-25,1877,332,1856,19,3,,illinois
2020-03-26,2554,677,2526,26,7,,illinois
2020-03-27,3045,491,3009,34,8,,illinois
2020-03-28,3513,468,3464,47,13,,illinois
2020-03-29,4625,1112,4558,65,18,,illinois
2020-03-30,5089,464,5014,73,8,,illinois
2020-03-31,6032,943,5930,100,27,,illinois
2020-04-01,7024,992,6879,143,43,,illinois
2020-04-02,7744,720,7583,159,16,,illinois
2020-04-03,8961,1217,8746,213,54,,illinois
2020-04-04,10423,1462,10174,247,34,,illinois
2020-04-05,11328,905,10999,279,32,,illinois
2020-04-06,12340,1012,11977,313,34,,illinois
2020-04-07,13635,1295,13197,388,75,,illinois
2020-04-08,15174,1539,14652,472,84,,illinois
2020-04-09,16527,1353,15937,540,68,,illinois
2020-04-10,18001,1474,17341,610,70,,illinois
2020-04-11,19302,1301,18559,693,83,,illinois
2020-04-12,20985,1683,20198,737,44,,illinois
2020-04-13,22166,1181,21303,813,76,,illinois
2020-04-14,23396,1230,22457,889,76,,illinois
2020-04-15,24751,1355,23730,971,82,,illinois
2020-04-16,25898,1147,24750,1098,127,,illinois
2020-04-17,27752,1854,26540,1162,64,,illinois
2020-04-18,29347,1595,28007,1290,128,,illinois
2020-04-19,30552,1205,28624,1322,32,,illinois
2020-04-20,31710,1158,29722,1382,60,,illinois
2020-04-21,33271,1561,31161,1504,122,,illinois
2020-04-22,35333,2062,33124,1603,99,,illinois
2020-04-23,37171,1838,34836,1729,126,,illinois
2020-04-24,39912,2741,37467,1839,110,,illinois
2020-04-25,42045,2133,39519,1920,81,,illinois
2020-04-26,44185,2140,41599,1980,60,,illinois
2020-04-27,46178,1993,43541,2031,51,,illinois
2020-04-28,48411,2233,45628,2177,146,,illinois
2020-04-29,50678,2267,47803,2269,92,,illinois
2020-04-30,53257,2579,50239,2412,143,,illinois
2020-05-01,56414,3157,53291,2517,105,,illinois
2020-05-02,58880,2466,55652,2622,105,,illinois
2020-05-03,61893,3013,58605,2682,60,,illinois
2020-05-04,64249,2356,60877,2727,45,,illinois
2020-05-05,66385,2136,62833,2907,180,,illinois
2020-05-06,68670,2285,64979,3046,139,,illinois
2020-05-07,71328,2658,67497,3186,140,,illinois
2020-05-08,74234,2906,70270,3319,133,,illinois
2020-05-09,76574,2340,72499,3430,111,,illinois
2020-05-10,78241,1667,74108,3488,58,,illinois
2020-05-11,79515,1274,75327,3543,55,,illinois
2020-05-12,83555,4040,78311,3690,147,,illinois
2020-05-13,85243,1688,79526,3887,197,,illinois
2020-05-14,88503,3260,82647,4026,139,,illinois
2020-05-15,90951,2448,84760,4159,133,,illinois
2020-05-16,93052,2101,86652,4232,73,,illinois
2020-05-17,94797,1745,88348,4281,49,,illinois
2020-05-18,97106,2309,90599,4339,58,,illinois
2020-05-19,98661,1555,92007,4488,149,,illinois
2020-05-20,101064,2403,94260,4638,150,,illinois
2020-05-21,103347,2283,96335,4722,84,,illinois
2020-05-22,106123,2776,97937,4833,111,,illinois
2020-05-23,108490,2367,100227,4910,77,,illinois
2020-05-24,111014,2524,102683,4978,68,,illinois
2020-05-25,112738,1724,104116,5007,29,,illinois
2020-05-26,113924,1186,105262,5047,40,,illinois
2020-05-27,115042,1118,106216,5211,164,,illinois
2020-05-28,116579,1537,107647,5317,106,,illinois
2020-05-29,118211,1632,109193,5403,86,,illinois
2020-05-30,119682,1471,109751,5464,61,,illinois
2020-05-31,121034,1352,53524,5525,61,,illinois
2020-06-01,122014,980,54481,5548,23,,illinois
2020-06-02,123638,1624,54437,5664,116,,illinois
2020-06-03,124626,988,54223,5762,98,,illinois
2020-06-04,125561,935,53717,5880,118,,illinois
2020-06-05,126724,1163,54142,5940,60,,illinois
2020-06-06,127705,981,54258,6011,71,,illinois
2020-06-07,128578,873,54630,6052,41,,illinois
2020-06-08,129240,662,55042,6072,20,,illinois
2020-06-09,130042,802,54667,6168,96,,illinois
2020-06-10,130671,629,54332,6247,79,,illinois
2020-06-11,131442,771,53976,6339,92,,illinois
2020-06-12,132041,599,42456,6416,77,,illinois
2020-06-13,132718,677,42719,6446,30,,illinois
2020-06-14,133394,676,43123,6465,19,,illinois
2020-06-15,133870,476,43342,6483,18,,illinois
2020-06-16,134497,627,42938,6557,74,,illinois
2020-06-17,135046,549,42243,6646,89,,illinois
2020-06-18,135658,612,42105,6704,58,,illinois
2020-06-19,136372,714,25814,6752,48,,illinois
2020-06-20,137026,654,26418,6802,50,,illinois
2020-06-21,137705,679,27073,6826,24,,illinois
2020-06-22,138182,477,26817,6853,27,,illinois
2020-06-23,138802,620,26833,6893,40,,illinois
2020-06-24,139539,737,26513,6963,70,,illinois
2020-06-25,140461,922,26764,7007,44,,illinois
2020-06-26,141344,883,27026,7048,41,,illinois
2020-06-27,142130,786,27379,7074,26,,illinois
2020-06-28,142776,646,24626,7089,15,,illinois
2020-06-29,143514,738,25131,7103,14,,illinois
2020-06-30,144238,724,25505,7124,21,,illinois
2020-07-01,145066,828,25866,7152,28,,illinois
2020-07-02,145935,869,26135,7188,36,,illinois
2020-07-03,146872,937,26622,7215,27,,illinois
2020-07-04,147734,862,27334,7224,9,,illinois
2020-07-05,148373,639,27873,7230,6,,illinois
2020-07-06,148987,614,28387,7236,6,,illinois
2020-07-07,149574,587,28358,7273,37,,illinois
2020-07-08,150554,980,28738,7309,36,,illinois
2020-07-09,151572,1018,29422,7329,20,,illinois
2020-07-10,152899,1327,30483,7345,16,,illinois
2020-07-11,154094,1195,31278,7369,24,,illinois
2020-07-12,155048,954,31915,7388,19,,illinois
2020-07-13,155931,883,32698,7394,6,,illinois
2020-07-14,156638,707,32988,7419,25,,illinois
2020-07-15,157825,1187,34042,7427,8,,illinois
2020-07-16,159082,1257,34882,7452,25,,illinois
2020-07-17,160509,1427,14876,7465,13,,illinois
2020-07-18,161785,1276,15792,7483,18,,illinois
2020-07-19,162750,965,16657,7488,5,,illinois
2020-07-20,163923,1173,17710,7494,6,,illinois
2020-07-21,164878,955,18205,7517,23,,illinois
2020-07-22,166476,1598,19343,7540,23,,illinois
2020-07-23,168100,1624,20567,7560,20,,illinois
2020-07-24,169699,1599,21807,7577,17,,illinois
2020-07-25,171125,1426,22993,7589,12,,illinois
2020-07-26,172666,1541,24514,7590,1,,illinois
2020-07-27,173897,1231,25385,7608,18,,illinois
2020-07-28,174973,1076,25861,7638,30,,illinois
2020-07-29,176366,1393,26934,7654,16,,illinois
2020-07-30,178138,1772,28690,7670,16,,illinois
2020-07-31,180118,1980,30021,7692,22,,illinois
2020-08-01,181757,1639,31500,7700,8,,illinois
2020-08-02,183224,1467,32687,7714,14,,illinois
2020-08-03,184522,1298,33805,7723,9,,illinois
2020-08-04,185993,1471,34896,7742,19,,illinois
2020-08-05,187752,1759,36095,7770,28,,illinois
2020-08-06,189705,1953,37628,7791,21,,illinois
2020-08-07,191808,2103,39339,7822,31,,illinois
2020-08-08,193998,2190,41169,7840,18,,illinois
2020-08-09,195380,1382,42451,7845,5,,illinois
2020-08-10,196699,1319,43750,7846,1,,illinois
2020-08-11,198248,1549,44899,7866,20,,illinois
2020-08-12,199893,1645,46244,7881,15,,illinois
2020-08-13,201727,1834,47598,7905,24,,illinois
2020-08-14,204023,2296,49392,7932,27,,illinois
2020-08-15,205851,1828,51120,7937,5,,illinois
2020-08-16,207413,1562,52322,7955,18,,illinois
2020-08-17,209186,1773,53855,7967,12,,illinois
2020-08-18,210926,1740,55075,7993,26,,illinois
2020-08-19,213221,2295,56890,8017,24,,illinois
2020-08-20,215053,1832,58182,8044,27,,illinois
2020-08-21,217346,2293,59997,8066,22,,illinois
2020-08-22,219702,2356,62013,8083,17,,illinois
2020-08-23,221595,1893,63786,8089,6,,illinois
2020-08-24,223207,1612,65238,8097,8,,illinois
2020-08-25,224887,1680,66338,8126,29,,illinois
2020-08-26,227044,2157,67755,8163,37,,illinois
2020-08-27,228751,1707,69002,8186,23,,illinois
2020-08-28,231185,2434,71036,8206,20,,illinois
2020-08-29,233065,1880,72696,8217,11,,illinois
2020-08-30,235057,1992,74468,8228,11,,illinois
2020-08-31,236725,1668,75996,8235,7,,illinois
2020-09-01,238217,1492,76728,8273,38,,illinois
2020-09-02,240345,2128,78316,8300,27,,illinois
2020-09-03,241705,1360,79196,8324,24,,illinois
2020-09-04,247299,5594,43505,8362,38,,illinois
2020-09-05,250105,2806,45736,8385,23,,illinois
2020-09-06,251508,1403,47014,8390,5,,illinois
2020-09-07,252889,1381,48195,8398,8,,illinois
2020-09-08,254281,1392,49412,8405,7,,illinois
2020-09-09,255618,1337,50049,8433,28,,illinois
2020-09-10,257571,1953,51302,8461,28,,illinois
2020-09-11,259883,2312,52826,8505,44,,illinois
2020-09-12,262004,2121,54397,8527,22,,illinois
2020-09-13,263466,1462,55509,8541,14,,illinois
2020-09-14,264839,1373,56757,8546,5,,illinois
2020-09-15,266305,1466,57773,8564,18,,illinois
2020-09-16,268246,1941,58839,8599,35,,illinois
2020-09-17,270302,2056,60270,8624,25,,illinois
2020-09-18,272525,2223,62014,8647,23,,illinois
2020-09-19,275054,2529,63918,8672,25,,illinois
2020-09-20,276456,1402,64970,8686,14,,illinois
2020-09-21,277933,1477,66272,8693,7,,illinois
2020-09-22,279464,1531,67078,8722,29,,illinois
2020-09-23,281312,1848,68376,8744,22,,illinois
2020-09-24,283569,2257,69883,8774,30,,illinois
2020-09-25,286374,2805,72055,8807,33,,illinois
2020-09-26,288815,2441,73871,8832,25,,illinois
2020-09-27,290419,1604,75150,8845,13,,illinois
2020-09-28,292128,1709,76534,8858,13,,illinois
2020-09-29,293490,1362,77321,8881,23,,illinois
2020-09-30,295763,2273,78719,8916,35,,illinois
2020-10-01,297929,2166,80285,8940,24,,illinois
2020-10-02,300385,2456,81561,8992,52,,illinois
2020-10-03,302827,2442,83228,9023,31,,illinois
2020-10-04,304280,1453,84256,9040,17,,illinois
2020-03-12,1,0,1,0,0,,mississippi
2020-03-13,6,5,6,0,0,,mississippi
2020-03-14,6,0,6,0,0,,mississippi
2020-03-15,10,4,10,0,0,,mississippi
2020-03-16,12,2,12,0,0,,mississippi
2020-03-17,21,9,21,0,0,,mississippi
2020-03-18,36,15,36,0,0,,mississippi
2020-03-19,51,15,50,1,0,,mississippi
2020-03-20,80,29,79,1,0,,mississippi
2020-03-21,141,61,140,1,0,,mississippi
2020-03-22,207,66,206,1,0,,mississippi
2020-03-23,249,42,248,1,0,,mississippi
2020-03-24,320,71,319,1,0,,mississippi
2020-03-25,377,57,372,5,4,,mississippi
2020-03-26,485,108,480,5,0,,mississippi
2020-03-27,579,94,571,8,3,,mississippi
2020-03-28,663,84,650,13,5,,mississippi
2020-03-29,758,95,744,14,1,,mississippi
2020-03-30,847,89,831,16,2,,mississippi
2020-03-31,937,90,917,20,4,,mississippi
2020-04-01,1073,136,1051,22,2,,mississippi
2020-04-02,1177,104,1151,26,4,,mississippi
2020-04-03,1358,181,1329,29,3,,mississippi
2020-04-04,1455,97,1420,35,6,,mississippi
2020-04-05,1638,183,1595,43,8,,mississippi
2020-04-06,1738,100,1687,51,8,,mississippi
2020-04-07,1915,177,1856,59,8,,mississippi
2020-04-08,2003,88,1936,67,8,,mississippi
2020-04-09,2260,257,2184,76,9,,mississippi
2020-04-10,2469,209,2387,82,6,,mississippi
2020-04-11,2642,173,2549,93,11,,mississippi
2020-04-12,2781,139,2685,96,3,,mississippi
2020-04-13,2942,161,2844,98,2,,mississippi
2020-04-14,3087,145,2976,111,13,,mississippi
2020-04-15,3360,273,3238,122,11,,mississippi
2020-04-16,3624,264,3495,129,7,,mississippi
2020-04-17,3793,169,3653,140,11,,mississippi
2020-04-18,3974,181,3822,152,12,,mississippi
2020-04-19,4274,300,4115,159,7,,mississippi
2020-04-20,4512,238,4343,169,10,,mississippi
2020-04-21,4716,204,4533,183,14,,mississippi
2020-04-22,4894,178,4701,193,10,,mississippi
2020-04-23,5153,259,4952,201,8,,mississippi
2020-04-24,5434,281,5225,209,8,,mississippi
2020-04-25,5718,284,5497,221,12,,mississippi
2020-04-26,5911,193,5684,227,6,,mississippi
2020-04-27,6094,183,5865,229,2,,mississippi
2020-04-28,6342,248,6103,239,10,,mississippi
2020-04-29,6569,227,6319,250,11,,mississippi
2020-04-30,6815,246,6554,261,11,,mississippi
2020-05-01,7212,397,3518,281,20,,mississippi
2020-05-02,7441,229,3737,291,10,,mississippi
2020-05-03,7550,109,3834,303,12,,mississippi
2020-05-04,7877,327,4154,310,7,,mississippi
2020-05-05,8207,330,4452,342,32,,mississippi
2020-05-06,8424,217,3629,374,32,,mississippi
2020-05-07,8686,262,3869,396,22,,mississippi
2020-05-08,9090,404,4260,409,13,,mississippi
2020-05-09,9378,288,4536,421,12,,mississippi
2020-05-10,9501,123,4650,430,9,,mississippi
2020-05-11,9674,173,4818,435,5,,mississippi
2020-05-12,9908,234,5030,457,22,,mississippi
2020-05-13,10090,182,3357,465,8,,mississippi
2020-05-14,10483,393,3735,480,15,,mississippi
2020-05-15,10801,318,4040,493,13,,mississippi
2020-05-16,11123,322,4345,510,17,,mississippi
2020-05-17,11296,173,4507,521,11,,mississippi
2020-05-18,11432,136,4636,528,7,,mississippi
2020-05-19,11704,272,4882,554,26,,mississippi
2020-05-20,11967,263,3716,570,16,,mississippi
2020-05-21,12222,255,3961,580,10,,mississippi
2020-05-22,12624,402,4347,596,16,,mississippi
2020-05-23,13005,381,4708,616,20,,mississippi
2020-05-24,13252,247,4946,625,9,,mississippi
2020-05-25,13458,206,3422,635,10,,mississippi
2020-05-26,13731,273,3678,652,17,,mississippi
2020-05-27,14044,313,3973,670,18,,mississippi
2020-05-28,14372,328,4278,693,23,,mississippi
2020-05-29,14790,418,4679,710,17,,mississippi
2020-05-30,15229,439,5105,723,13,,mississippi
2020-05-31,15501,272,5366,734,11,,mississippi
2020-06-01,15752,251,3810,739,5,,mississippi
2020-06-02,16020,268,4050,767,28,,mississippi
2020-06-03,16322,302,4337,782,15,,mississippi
2020-06-04,16560,238,4563,794,12,,mississippi
2020-06-05,16769,209,4763,803,9,,mississippi
2020-06-06,17034,265,5020,811,8,,mississippi
2020-06-07,17270,236,5250,817,6,,mississippi
2020-06-08,17768,498,3575,837,20,,mississippi
2020-06-09,18109,341,3906,847,10,,mississippi
2020-06-10,18483,374,4259,868,21,,mississippi
2020-06-11,18483,0,4259,868,0,,mississippi
2020-06-12,19091,608,4854,881,13,,mississippi
2020-06-13,19348,257,5103,889,8,,mississippi
2020-06-14,19516,168,5269,891,2,,mississippi
2020-06-15,19799,283,3581,895,4,,mississippi
2020-06-16,20152,353,3914,915,20,,mississippi
2020-06-17,20641,489,4380,938,23,,mississippi
2020-06-18,20641,0,4380,938,0,,mississippi
2020-06-19,21022,381,4756,943,5,,mississippi
2020-06-20,21022,0,4756,943,0,,mississippi
2020-06-21,21022,0,4756,943,0,,mississippi
2020-06-22,22287,1265,4067,978,35,,mississippi
2020-06-23,22898,611,4667,989,11,,mississippi
2020-06-24,23424,526,5171,1011,22,,mississippi
2020-06-25,24516,1092,6258,1016,5,,mississippi
2020-06-26,25066,550,6802,1022,6,,mississippi
2020-06-27,25531,465,7254,1035,13,,mississippi
2020-06-28,25892,361,7611,1039,4,,mississippi
2020-06-29,26567,675,6120,1059,20,,mississippi
2020-06-30,27247,680,6786,1073,14,,mississippi
2020-07-01,27900,653,7430,1082,9,,mississippi
2020-07-02,28770,870,8290,1092,10,,mississippi
2020-07-03,29684,914,9193,1103,11,,mississippi
2020-07-04,30674,990,10179,1107,4,,mississippi
2020-07-05,30900,226,10401,1111,4,,mississippi
2020-07-06,31257,357,7976,1114,3,,mississippi
2020-07-07,32214,957,8889,1158,44,,mississippi
2020-07-08,32888,674,9533,1188,30,,mississippi
2020-07-09,33591,703,10220,1204,16,,mississippi
2020-07-10,34622,1031,11240,1215,11,,mississippi
2020-07-11,35419,797,12022,1230,15,,mississippi
2020-07-12,36287,868,12871,1249,19,,mississippi
2020-07-13,36680,393,9498,1250,1,,mississippi
2020-07-14,37542,862,10338,1272,22,,mississippi
2020-07-15,38567,1025,11345,1290,18,,mississippi
2020-07-16,39797,1230,12557,1308,18,,mississippi
2020-07-17,40829,1032,13565,1332,24,,mississippi
2020-07-18,41846,1017,14568,1346,14,,mississippi
2020-07-19,42638,792,15351,1355,9,,mississippi
2020-07-20,43889,1251,12216,1358,3,,mississippi
2020-07-21,45524,1635,13820,1389,31,,mississippi
2020-07-22,47071,1547,15333,1423,34,,mississippi
2020-07-23,48053,982,16302,1436,13,,mississippi
2020-07-24,49663,1610,17885,1463,27,,mississippi
2020-07-25,51097,1434,19302,1480,17,,mississippi
2020-07-26,52304,1207,20494,1495,15,,mississippi
2020-07-27,52957,653,16385,1501,6,,mississippi
2020-07-28,54299,1342,17685,1543,42,,mississippi
2020-07-29,55804,1505,19170,1563,20,,mississippi
2020-07-30,57579,1775,20897,1611,48,,mississippi
2020-07-31,58747,1168,22013,1663,52,,mississippi
2020-08-01,59881,1134,23117,1693,30,,mississippi
2020-08-02,60553,672,23779,1703,10,,mississippi
2020-08-03,61125,572,17023,1711,8,,mississippi
2020-08-04,62199,1074,18055,1753,42,,mississippi
2020-08-05,63444,1245,19249,1804,51,,mississippi
2020-08-06,64400,956,20184,1825,21,,mississippi
2020-08-07,65436,1036,21197,1848,23,,mississippi
2020-08-08,66646,1210,22381,1874,26,,mississippi
2020-08-09,67173,527,22886,1896,22,,mississippi
2020-08-10,67649,476,15901,1912,16,,mississippi
2020-08-11,68293,644,16513,1944,32,,mississippi
2020-08-12,69374,1081,17549,1989,45,,mississippi
2020-08-13,69986,612,18139,2011,22,,mississippi
2020-08-14,70930,944,19051,2043,32,,mississippi
2020-08-15,71755,825,19839,2080,37,,mississippi
2020-08-16,72136,381,20216,2084,4,,mississippi
2020-08-17,72412,276,13740,2095,11,,mississippi
2020-08-18,73207,795,14502,2128,33,,mississippi
2020-08-19,74555,1348,15815,2163,35,,mississippi
2020-08-20,75449,894,16682,2190,27,,mississippi
2020-08-21,76323,874,17532,2214,24,,mississippi
2020-08-22,77268,945,18454,2237,23,,mississippi
2020-08-23,77894,626,19077,2240,3,,mississippi
2020-08-24,78405,511,13450,2248,8,,mississippi
2020-08-25,79206,801,14184,2315,67,,mississippi
2020-08-26,80110,904,15030,2373,58,,mississippi
2020-08-27,80695,585,15589,2399,26,,mississippi
2020-08-28,81294,599,16174,2413,14,,mississippi
2020-08-29,82029,735,16895,2427,14,,mississippi
2020-08-30,82676,647,17528,2441,14,,mississippi
2020-08-31,82950,274,17770,2473,32,,mississippi
2020-09-01,83584,634,13173,2493,20,,mississippi
2020-09-02,84365,781,13921,2526,33,,mississippi
2020-09-03,85116,751,14662,2536,10,,mississippi
2020-09-04,85939,823,15463,2558,22,,mississippi
2020-09-05,86478,539,15991,2569,11,,mississippi
2020-09-06,86888,410,16386,2584,15,,mississippi
2020-09-07,87130,242,16627,2585,1,,mississippi
2020-09-08,87379,249,10696,2585,0,,mississippi
2020-09-09,87805,426,11084,2623,38,,mississippi
2020-09-10,88322,517,11569,2655,32,,mississippi
2020-09-11,89175,853,12407,2670,15,,mississippi
2020-09-12,89620,445,12837,2685,15,,mississippi
2020-09-13,89874,254,13079,2697,12,,mississippi
2020-09-14,90018,144,8341,2706,9,,mississippi
2020-09-15,90523,505,8818,2734,28,,mississippi
2020-09-16,91234,711,9507,2756,22,,mississippi
2020-09-17,91935,701,10184,2780,24,,mississippi
2020-09-18,92432,497,10669,2792,12,,mississippi
2020-09-19,93087,655,11307,2809,17,,mississippi
2020-09-20,93364,277,11583,2810,1,,mississippi
2020-09-21,93556,192,5419,2810,0,,mississippi
2020-09-22,94021,465,5848,2846,36,,mississippi
2020-09-23,94573,552,6376,2870,24,,mississippi
2020-09-24,95310,737,7109,2874,4,,mississippi
2020-09-25,96032,722,7811,2894,20,,mississippi
2020-09-26,96677,645,8439,2911,17,,mississippi
2020-09-27,96859,182,8613,2919,8,,mississippi
2020-09-28,97049,190,4391,2921,2,,mississippi
2020-09-29,97638,589,4944,2957,36,,mississippi
2020-09-30,98190,552,5484,2969,12,,mississippi
2020-10-01,98886,696,6170,2979,10,,mississippi
2020-10-02,99558,672,6822,2999,20,,mississippi
2020-10-03,100167,609,7419,3011,12,,mississippi
2020-10-04,100488,321,7738,3013,2,,mississippi
2020-03-12,17,0,17,0,0,,north-carolina
2020-03-13,17,0,17,0,0,,north-carolina
2020-03-14,24,7,24,0,0,,north-carolina
2020-03-15,33,9,33,0,0,,north-carolina
2020-03-16,39,6,39,0,0,,north-carolina
2020-03-17,64,25,64,0,0,,north-carolina
2020-03-18,93,29,93,0,0,,north-carolina
2020-03-19,124,31,124,0,0,,north-carolina
2020-03-20,176,52,176,0,0,,north-carolina
2020-03-21,246,70,246,0,0,,north-carolina
2020-03-22,271,25,271,0,0,,north-carolina
2020-03-23,410,139,410,0,0,,north-carolina
2020-03-24,498,88,498,0,0,,north-carolina
2020-03-25,567,69,565,2,2,,north-carolina
2020-03-26,829,262,827,2,0,,north-carolina
2020-03-27,880,51,877,3,1,,north-carolina
2020-03-28,1022,142,1018,4,1,,north-carolina
2020-03-29,1167,145,1160,7,3,,north-carolina
2020-03-30,1373,206,1361,7,0,,north-carolina
2020-03-31,1536,163,1523,8,1,,north-carolina
2020-04-01,1717,181,1697,15,7,,north-carolina
2020-04-02,2023,306,1985,18,3,,north-carolina
2020-04-03,2287,264,2240,27,9,,north-carolina
2020-04-04,2509,222,2436,33,6,,north-carolina
2020-04-05,2663,154,2539,38,5,,north-carolina
2020-04-06,3039,376,2905,48,10,,north-carolina
2020-04-07,3321,282,3181,54,6,,north-carolina
2020-04-08,3562,241,3413,63,9,,north-carolina
2020-04-09,3823,261,3662,75,12,,north-carolina
2020-04-10,4088,265,3918,84,9,,north-carolina
2020-04-11,4355,267,4182,87,3,,north-carolina
2020-04-12,4582,227,4406,90,3,,north-carolina
2020-04-13,4884,302,4691,107,17,,north-carolina
2020-04-14,5133,249,4934,113,6,,north-carolina
2020-04-15,5381,248,4366,132,19,,north-carolina
2020-04-16,5608,227,4577,148,16,,north-carolina
2020-04-17,6031,423,4976,172,24,,north-carolina
2020-04-18,6366,335,5298,185,13,,north-carolina
2020-04-19,6589,223,5514,192,7,,north-carolina
2020-04-20,6867,278,5774,210,18,,north-carolina
2020-04-21,7113,246,5989,241,31,,north-carolina
2020-04-22,7488,375,6340,265,24,,north-carolina
2020-04-23,7854,366,6690,281,16,,north-carolina
2020-04-24,8250,396,6655,293,12,,north-carolina
2020-04-25,8753,503,7146,305,12,,north-carolina
2020-04-26,8994,241,7367,325,20,,north-carolina
2020-04-27,9415,421,7777,336,11,,north-carolina
2020-04-28,9739,324,8076,361,25,,north-carolina
2020-04-29,10181,442,8498,381,20,,north-carolina
2020-04-30,10755,574,8541,406,25,,north-carolina
2020-05-01,11071,316,8844,419,13,,north-carolina
2020-05-02,11579,508,9341,430,11,,north-carolina
2020-05-03,11743,164,9503,432,2,,north-carolina
2020-05-04,11972,229,9722,442,10,,north-carolina
2020-05-05,12511,539,10233,470,28,,north-carolina
2020-05-06,13054,543,10753,493,23,,north-carolina
2020-05-07,13518,464,11197,513,20,,north-carolina
2020-05-08,14007,489,11669,530,17,,north-carolina
2020-05-09,14479,472,12120,551,21,,north-carolina
2020-05-10,14939,460,12567,564,13,,north-carolina
2020-05-11,15273,334,12272,575,11,,north-carolina
2020-05-12,15623,350,5908,600,25,,north-carolina
2020-05-13,16351,728,6611,625,25,,north-carolina
2020-05-14,16996,645,7240,641,16,,north-carolina
2020-05-15,17494,498,7712,667,26,,north-carolina
2020-05-16,18130,636,8339,676,9,,north-carolina
2020-05-17,18659,529,8860,684,8,,north-carolina
2020-05-18,19208,549,9400,693,9,,north-carolina
2020-05-19,19844,636,7488,719,26,,north-carolina
2020-05-20,20261,417,7898,726,7,,north-carolina
2020-05-21,21220,959,8838,745,19,,north-carolina
2020-05-22,22110,890,9698,775,30,,north-carolina
2020-05-23,22864,754,10449,778,3,,north-carolina
2020-05-24,23364,500,10943,784,6,,north-carolina
2020-05-25,24056,692,11629,790,6,,north-carolina
2020-05-26,24454,398,8699,801,11,,north-carolina
2020-05-27,24895,441,9100,841,40,,north-carolina
2020-05-28,25720,825,9899,867,26,,north-carolina
2020-05-29,26849,1129,10976,919,52,,north-carolina
2020-05-30,27793,944,11910,929,10,,north-carolina
2020-05-31,28784,991,12893,937,8,,north-carolina
2020-06-01,29591,807,9783,948,11,,north-carolina
2020-06-02,30022,431,10201,961,13,,north-carolina
2020-06-03,31221,1199,11362,999,38,,north-carolina
2020-06-04,32074,853,12208,1006,7,,north-carolina
2020-06-05,33294,1220,13419,1015,9,,north-carolina
2020-06-06,34717,1423,14829,1028,13,,north-carolina
2020-06-07,35624,907,15732,1032,4,,north-carolina
2020-06-08,36516,892,16615,1041,9,,north-carolina
2020-06-09,37226,710,12505,1068,27,,north-carolina
2020-06-10,38393,1167,13651,1089,21,,north-carolina
2020-06-11,39570,1177,14811,1106,17,,north-carolina
2020-06-12,41416,1846,16642,1121,15,,north-carolina
2020-06-13,42844,1428,18064,1127,6,,north-carolina
2020-06-14,44263,1419,19478,1132,5,,north-carolina
2020-06-15,45113,850,14754,1140,8,,north-carolina
2020-06-16,45906,793,15518,1169,29,,north-carolina
2020-06-17,46933,1027,16533,1181,12,,north-carolina
2020-06-18,48690,1757,18236,1235,54,,north-carolina
2020-06-19,49840,1150,19371,1250,15,,north-carolina
2020-06-20,51613,1773,21125,1269,19,,north-carolina
2020-06-21,52934,1321,22443,1272,3,,north-carolina
2020-06-22,53736,802,15540,1275,3,,north-carolina
2020-06-23,54571,835,16356,1294,19,,north-carolina
2020-06-24,56238,1667,17215,1318,24,,north-carolina
2020-06-25,57385,1147,18348,1332,14,,north-carolina
2020-06-26,59080,1695,20028,1347,15,,north-carolina
2020-06-27,60621,1541,21563,1353,6,,north-carolina
2020-06-28,62197,1576,23136,1356,3,,north-carolina
2020-06-29,63734,1537,16830,1366,10,,north-carolina
2020-06-30,65397,1663,18483,1376,10,,north-carolina
2020-07-01,66653,1256,19721,1394,18,,north-carolina
2020-07-02,68508,1855,21554,1416,22,,north-carolina
2020-07-03,70562,2054,23604,1420,4,,north-carolina
2020-07-04,71654,1092,24696,1420,0,,north-carolina
2020-07-05,72983,1329,26020,1425,5,,north-carolina
2020-07-06,74834,1851,18078,1438,13,,north-carolina
2020-07-07,76582,1748,19805,1459,21,,north-carolina
2020-07-08,77610,1028,20824,1468,9,,north-carolina
2020-07-09,79669,2059,22860,1491,23,,north-carolina
2020-07-10,81535,1866,24710,1507,16,,north-carolina
2020-07-11,84002,2467,27161,1523,16,,north-carolina
2020-07-12,85911,1909,29060,1533,10,,north-carolina
2020-07-13,87757,1846,30888,1551,18,,north-carolina
2020-07-14,89748,1991,21038,1586,35,,north-carolina
2020-07-15,91564,1816,22836,1604,18,,north-carolina
2020-07-16,93755,2191,25009,1622,18,,north-carolina
2020-07-17,95837,2082,27079,1634,12,,north-carolina
2020-07-18,98323,2486,29548,1651,17,,north-carolina
2020-07-19,100143,1820,31352,1667,16,,north-carolina
